PC 1,PC 2,PC 3
-0.25322777785778117,1.6297209142920364,-1.0562990619037147
-0.234403174744115,1.6308661891152199,-1.055915927241515
2.77401131264297,1.7259089259035167,1.1044442899579738
-0.1709058738211567,-0.9242816036151306,0.780973337187919
-0.14671417954048438,-1.869962397947474,-0.08660093215569492
-0.13149904776754068,0.2717964428006134,-1.5311200704150296
-0.33646684354978035,1.132338751587163,1.7539333248711755
-0.16146376763975717,-2.206371010186617,0.2639692953917379
-0.14492971483722317,-1.8699334313056808,-0.08661443047166836
-0.15697854013112658,-1.4530760773165154,-0.5512754065872005
-0.0977139873900729,-1.8502740198036565,-0.535812179898862
0.2175169607332854,-1.4233157634436782,0.2990253287587361
-0.29130619785760764,0.4337000133753605,1.2558065662629725
-0.1710564671838923,-0.9242886484974144,0.780971597180804
-0.13279807014611952,0.27173052486557453,-1.53113830203142
-0.1347887364264534,1.7551023498812324,1.0334465173927854
-0.21627419424286046,-0.22565792904361393,1.2790943489044238
-0.13236017968036246,0.27174188905242497,-1.5311389507199327
-0.25284228352258453,1.629741437256806,-1.0562930498812777
-0.24449505699314547,1.6303753162948678,-1.0560442772053669
-0.07043294587353727,-1.4354159329800449,0.29655590652430175
2.9873465489002573,0.31400186518165574,-1.5599829278066986
-0.16760398918837396,-0.9241083954934101,0.7810232188168815
-0.12924443058900337,0.27188258990484465,-1.5311061149060283
-0.13213426946045764,0.27174085996880376,-1.531143598728242
-0.2515365090524717,1.629847652551304,-1.0562497176602208
-0.19909125603297545,-0.7924661898003585,0.6389188912856405
-0.2102625207366079,-0.5551963311186657,0.41721276355302556
-0.1321969814113094,0.2717620171621379,-1.5311292459233186
-0.2532231305867103,1.6297210131469064,-1.0562990824015386
-0.1327781199580845,0.27173201986842543,-1.5311377199674268
-0.25320537201969157,1.6297220944991233,-1.0562987203790732
-0.13287656934260517,0.27172856323342026,-1.531138138435705
-0.21637500439304352,-0.22566448576120812,1.2790920320774444
0.7417188056411403,0.3173210701403677,-1.5181048866445799
-0.3317248416463719,0.8027459193415641,0.8920401773677246
0.24356128774987748,-1.4191467628705559,0.30117291542782165
0.25733549618476087,-0.9026556384639755,0.7869180440290069
0.14897886300343868,0.2861221809195013,-1.5271253354988612
-0.13258996914864185,0.27174611928423187,-1.531132230504806
-0.1276038818305535,0.2719806891142336,-1.5310737955915321
-0.13252001142550343,0.27174587450327387,-1.5311336236076725
-0.17194240961662438,-1.745485773231998,0.16699498446258176
-0.12670099681497657,0.2721978954478883,-1.530953858481141
-0.1329409841774212,0.271724686068666,-1.5311394233105196
-0.1851573212602857,-0.758833524567515,0.3517800328876519
-0.109353411032736,0.2727892175515858,-1.5308912393924372
-0.1315766198973682,0.27179761348812476,-1.5311179628745313
-0.13188840011932057,0.27177312944797416,-1.5311277604356512
-0.25102584721157645,1.6298260596784386,-1.0562722824405897
-0.19352180485976705,-0.22394296154238608,1.2797644135095847
1.8482405211184938,0.3749991821233426,-1.5016183862143335
-0.3363483828815699,1.1323476286481913,1.753936781063643
-0.17086241561039078,-0.9242783469967533,0.7809746051188106
-0.12880980795844899,0.2719074666870552,-1.5310982487604796
-0.13261986650961494,0.271744377707495,-1.531132790587997
-0.13302184413587134,0.27172355807549375,-1.5311386961369504
-0.32178306016378305,0.9548588844528956,0.526589912812555
-0.1321823698741191,0.271766187921676,-1.5311268946051184
-0.17918864779481253,-1.8758946641673813,-0.8800194137449581
0.15959747969510626,0.2936521813848154,-1.5226008527739818
-0.1328869631394281,0.2717293506983579,-1.5311374613814408
-0.249665016919459,0.43562466158980623,1.2562730822661201
-0.13269414824960846,0.2717407168236454,-1.5311337652249786
-0.18033643073452627,1.6612331942438103,1.1163285062393768
0.021359608808864602,0.27581055211348027,-1.5313170349000664
-0.17094972509956716,-0.9242848896887325,0.7809720577889397
-0.12570956332601166,0.27210408281063664,-1.5310301433373366
-0.18103637908667355,1.6611807423681626,1.1163080846407312
-0.31086032657952256,0.5989169534241578,0.8265625854480536
-0.24675456219830774,1.6299964854564484,-1.056241323458843
-0.2514149951689593,1.6298078725585115,-1.0562767678089613
0.14966026494062926,1.6599120469244169,-1.0445444547342397
-0.13286217026388,0.2717257214091545,-1.531140172207804
-0.13068369185743742,0.27177473629986826,-1.5311481065985297
-0.13228020042893351,0.2717542675308566,-1.531132621119415
-0.21589306451774604,-0.22561939170478895,1.2791117126573923
-0.33676971022565466,1.132327029609807,1.75393135652163
-0.15636496888816845,-0.9236244451608902,0.7811269048475914
-0.10797128722558386,-1.4372811484805483,0.29605386948123147
-0.17034254310625035,-0.9242523651111851,0.7809816519598154
-0.16034978434733885,-0.287395367425333,0.4838583718637689
-0.3366687961192722,1.132329603934588,1.7539311791083982
-0.17066639854537174,-0.9242741336487863,0.7809737679245127
-0.1706415049966485,-0.9242912239449116,0.7809626306845814
-0.171318103468032,-0.9243021439465753,0.7809677881435683
-0.21657335495063737,-0.22567037047926686,1.2790918645955454
-0.22512307177808422,1.6310288541300442,-1.055978599863643
-0.25172478632085304,1.6297836601366809,-1.0562864306301496
-0.1325429267716489,0.27174864681803745,-1.53113148239912
